      0000001222  162680   8.4  Das Boot (1981)
      0000001222  649039   8.3  Star Wars: Episode VI - Return of the Jedi (1983)
      0000001222   95513   8.3  M (1931)
      0000001222   59680   8.3  Witness for the Prosecution (1957)
      0000001222  515224   8.3  Le fabuleux destin d'Amélie Poulain (2001)
      0000001221  637779   8.3  Reservoir Dogs (1992)
      0000001222  710323   8.3  Braveheart (1995)
      0000001222  552765   8.3  Requiem for a Dream (2000)
      0000001222  535970   8.3  A Clockwork Orange (1971)
      0000001222  485953   8.3  Taxi Driver (1976)
      0000001222   93918   8.3  Double Indemnity (1944)
      0000001222  206052   8.3  To Kill a Mockingbird (1962)
      0000001222  185306   8.3  Lawrence of Arabia (1962)
      0000001222  641148   8.3  Eternal Sunshine of the Spotless Mind (2004)
      0000001223  250618   8.3  Deadpool (2016)
      0000001222  456977   8.3  Star Wars: Episode VII - The Force Awakens (2015)
      0000001321  465210   8.3  Full Metal Jacket (1987)
      0000001222  260767   8.3  Amadeus (1984)
      0000001222  169016   8.3  The Sting (1973)
      0000001222  144252   8.3  Singin' in the Rain (1952)
      0000001222   90189   8.3  Ladri di biciclette (1948)
      0000001123  409568   8.3  2001: A Space Odyssey (1968)
      0000001222  581108   8.3  Snatch. (2000)
      0000001222  369549   8.3  Monty Python and the Holy Grail (1975)
      0000001322  593993   8.3  Toy Story (1995)
      0000001222   63309   8.3  The Kid (1921)
      0000001222  845209   8.3  Inglourious Basterds (2009)
      0000001321  401620   8.3  L.A. Confidential (1997)
      0000001321  150033   8.3  Per qualche dollaro in più (1965)
      0000001222   98468   8.3  Rashômon (1950)
      0000001222  104907   8.3  The Apartment (1960)
      0000001321  495534   8.3  Indiana Jones and the Last Crusade (1989)
      0000001223  145683   8.3  Jodaeiye Nader az Simin (2011)
      0000001222   80012   8.3  All About Eve (1950)
      0000001222  517690   8.3  Scarface (1983)
      0000001222  107508   8.3  Metropolis (1927)
      0000001222   71081   8.2  Yôjinbô (1961)
      0000001222   76356   8.2  The Treasure of the Sierra Madre (1948)
      0000001322  932838   8.2  Batman Begins (2005)
      0000001222  168968   8.2  Some Like It Hot (1959)
      0000001222  288657   8.2  Inside Out (2015/I)
      0000000124  194061   8.2  3Idiots (2009)
      0000001221  267753   8.2  Unforgiven (1992)
      0000001331  159144   8.2  Jagten (2012)
      0000001222  109731   8.2  The Third Man (1949)
      0000001222  632196   8.2  Up (2009)
      0000001321  579470   8.2  Good Will Hunting (1997)
      0000001222  227302   8.2  Raging Bull (1980)
      0000001321   99552   8.2  Room (2015/I)
      0000001321  240325   8.2  Der Untergang (2004)
      0000001321  572435   8.2  Die Hard (1988)
      0000001222  208542   8.2  Chinatown (1974)
      0000001322  159551   8.2  The Great Escape (1963)
      0000001222  417573   8.2  Heat (1995)
      0000001222   96761   8.2  On the Waterfront (1954)
      0000001222  450964   8.2  El laberinto del fauno (2006)
      0000001222  162076   8.2  Tonari no Totoro (1988)
      0000001213   27494   8.2  Sunrise: A Song of Two Humans (1927)
      0000001222   74646   8.2  Mr. Smith Goes to Washington (1939)
      0000001223   40280   8.2  Ikiru (1952)
      0000001321  143540   8.2  The Bridge on the River Kwai (1957)
      0000001222   64807   8.2  The Gold Rush (1925)
      0000001222   74409   8.2  Ran (1985)
      0000001222  107565   8.2  Det sjunde inseglet (1957)
      0000001221  124646   8.2  El secreto de sus ojos (2009)
      0000001222  446311   8.2  Blade Runner (1982)
"      0000001321  402148   8.2  Lock, Stock and Two Smoking Barrels (1998)"
      0000001222   51196   8.2  The General (1926)
      0000001222   60693   8.2  Smultronstället (1957)
      0000001222  203530   8.2  Hauru no ugoku shiro (2004)
      0000001321  321147   8.2  Casino (1995)
      0000001321  156613   8.2  The Elephant Man (1980)
      0000001222  319137   8.2  Warrior (2011)
      0000001222  731796   8.2  The Wolf of Wall Street (2013)
      0000001222  762242   8.2  V for Vendetta (2005)
      0000001222   42150   8.2  Judgment at Nuremberg (1961)
      0000001321  583930   8.1  A Beautiful Mind (2001)
      0000001321  543653   8.1  Gran Torino (2008)
      0000001222  516607   8.1  The Big Lebowski (1998)
      0000001222   84273   8.1  Rebecca (1940)
      0000001221  224963   8.1  The Deer Hunter (1978)
      0000001221   75463   8.1  Incendies (2010)
      0000001213  207757   8.1  Gone with the Wind (1939)
      0000001321  436712   8.1  Fargo (1996)
      0000001321  116096   8.1  Cool Hand Luke (1967)
      0000001321  453214   8.1  Trainspotting (1996)
      0000001322  462849   8.1  How to Train Your Dragon (2010)
      0000001321  101648   8.1  Dial M for Murder (1954)
      0000001222   29900   8.1  Zootopia (2016)
      0000001221  286867   8.1  The Revenant (2015)
      0000001321  680885   8.1  The Sixth Sense (1999)
      0000001222  409175   8.1  Into the Wild (2007)
      0000001321  655897   8.1  Finding Nemo (2003)
      0000001222  247526   8.1  The Thing (1982)
      0000001221  589144   8.1  No Country for Old Men (2007)
      0000001222   62116   8.1  It Happened One Night (1934)
      0000001222  113813   8.1  Mary and Max (2009)
      0000001321  534492   8.1  Gone Girl (2014)
      0000001221  708006   8.1  Kill Bill: Vol1 (2003)
      0000001321  296430   8.1  Rush (2013/I)
      0000001321  123100   8.1  Spotlight (2015/I)
      0000001222  484066   8.1  Mad Max: Fury Road (2015)
      0000001222  262666   8.1  Life of Brian (1979)
      0000001222  109202   8.1  The Maltese Falcon (1941)
      0000001321  255923   8.1  Hotel Rwanda (2004)
      0000001321  282097   8.1  Platoon (1986)
      0000001222  359192   8.1  There Will Be Blood (2007)
      0000001222   33938   8.1  Le salaire de la peur (1953)
      0000001222   99076   8.1  Network (1976)
      0000001321  146285   8.1  Butch Cassidy and the Sundance Kid (1969)
      0000001222   67282   8.1  Les quatre cents coups (1959)
      0000001321  261491   8.1  Stand by Me (1986)
      0000001222   58339   8.1  Persona (1966)
      0000001321  104759   8.1  In the Name of the Father (1993)
      0000001321  414610   8.1  12Years a Slave (2013)
      0000001321  748761   8.1  Shutter Island (2010)
      0000001321  168106   8.1  Amores perros (2000)
      0000001321  444357   8.1  The Grand Budapest Hotel (2014)
      0000001222  283345   8.1  The Princess Bride (1987)
      0000001222   70280   8.1  Touch of Evil (1958)
      0000001321  464780   8.1  Million Dollar Baby (2004)
      0000001222  153692   8.1  Ben-Hur (1959)
      0000001222  185202   8.1  Annie Hall (1977)
      0000001222   60575   8.1  The Grapes of Wrath (1940)
      0000001321   77351   8.1  Relatos salvajes (2014)
      0000001222  144515   8.1  Hachi: A Dog's Tale (2009)
      0000001222   91415   8.1  Kaze no tani no Naushika (1984)
      0000001123   65271   8.1  Stalker (1979)
      0000001321  582424   8.1  Jurassic Park (1993)
      0000001221   40325   8.0  Les diaboliques (1955)
      0000001321  165311   8.0  Gandhi (1982)
      0000001321  469968   8.0  The Bourne Ultimatum (2007)
      0000001222  561095   8.0  Donnie Darko (2001)
      0000001222  174827   8.0  Before Sunrise (1995)
      0000001212  281213   8.0  The Wizard of Oz (1939)
      0000001222   38855   8.0  The Best Years of Our Lives (1946)
      0000001321  357693   8.0  Rocky (1976)
      0000001321   62506   8.0  Salinui chueok (2003)
      0000001222  638502   8.0  Sin City (2005)
      0000001321  639398   8.0  The Truman Show (1998)
      0000001321  576687   8.0  The Terminator (1984)
      0000001321  447301   8.0  Twelve Monkeys (1995)
      0000001321   92319   8.0  Strangers on a Train (1951)
"      0000001321  557060   8.0  Monsters, Inc. (2001)"
      0000001321  419840   8.0  Groundhog Day (1993)
      0000001321  384535   8.0  The Martian (2015)
      0000001321   88671   8.0  Mou gaan dou (2002)
      0000001211  396462   8.0  Jaws (1975)
      0000001222   35516   8.0  La battaglia di Algeri (1966)
      0000001222   97396   8.0  Barry Lyndon (1975)
      0000001321   99151   8.0  La haine (1995)
      0000001321  176354   8.0  Dog Day Afternoon (1975)
      0000001212   41560   8.0  Fanny och Alexander (1982)
      0000001321  157481   8.0  Yip Man (2008)
      0000001321  361609   8.0  Prisoners (2013)
      0000001222  944436   8.0  The Avengers (2012)
      0000001321  426917   8.0  The Imitation Game (2014)
      0000001321  482721   8.0  The King's Speech (2010)
      0000001222   29820   8.0  Kumonosu-jô (1957)
      0000001321  780266   8.0  Pirates of the Caribbean: The Curse of the Black Pearl (2003)
      0000001222  628281   8.0  Guardians of the Galaxy (2014)
      0000001321  139735   8.0  Per un pugno di dollari (1964)
      0000001321  306893   8.0  The Help (2011)
      0000001221   77450   8.0  High Noon (1952)
      0000001321   94200   8.0  Tenkû no shiro Rapyuta (1986)
      0000001321   96175   8.0  Roman Holiday (1953)
      0000001222   25709   8.0  La grande illusion (1937)
      0000001321  491670   8.0  Catch Me If You Can (2002)
      0000001221   71643   8.0  Notorious (1946)
      0000001222   54445   8.0  Who's Afraid of Virginia Woolf? (1966)
      0000001212  295135   8.0  Beauty and the Beast (1991)
      0000000123   41964   8.0  Gangs of Wasseypur (2012)
      0000001222   72170   8.0  Faa yeung nin wa (2000)
      0000001321   45214   8.0  Anatomy of a Murder (1959)
      0000001222   62937   8.0  The Night of the Hunter (1955)
      0000001222  101042   8.0  Akira (1988)
      0000001222  162174   8.0  Before Sunset (2004)
      6100000000   73562   1.9  Disaster Movie (2008)
      5000000003    7534   1.9  Titanic - La leggenda continua (2000)
      6000000001   13323   1.8  Birdemic: Shock and Terror (2010)
      6000000001   12827   1.8  Dünyayi Kurtaran Adam'in Oglu (2006)
      6000000002   15157   1.7  Pledge This! (2006)
      6000000001   30198   1.7  Manos: The Hands of Fate (1966)
      6000000002   12554   1.6  Daniel der Zauberer (2004)
      7000000001   10847   1.6  Saving Christmas (2014)
      8000000001   17898   1.5  Kod Adi K.O.Z. (2015)
